,id,fecha,date,calidad,hora,minuto,aforo,x_lamina,y_lamina,tipo_salida,tramo,codigo_sensor_nivel,codigo_sensor_vel_sup,tipo_aforo,caudal_total,error_caudal,area_mojada,profundidad_media,perimetro_mojado,dispositivo,error_dispositivo,ancho_superficial,velocidad_promedio,radio_hidraulico,longitud,latitud,texto_1,texto_2,timestamp,updated,offset,item_fk_id,user_id
828,1802,2018-06-18,2018-06-18 08:19:00,0.0,8.0,19.0,1.0,7.4,0.4,siata-batimetria,,,,,6.372,,12.65,0.843,16.976,MF-PRO,,15.0,0.504,0.745,-75.6267,6.153,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
829,1803,2018-06-18,2018-06-18 12:36:00,1.0,12.0,36.0,1.0,,,,,,,,20.214,,24.686,0.649,40.602,MF-PRO,,39.0,0.819,0.608,-75.5698138889,6.27552222222,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,337,1
830,1804,2018-06-18,2018-06-18 12:05:00,1.0,12.0,5.0,1.0,,,,,,,,11.199,,13.486,0.61,24.424,MF-PRO,,24.2,0.83,0.552,-75.578039,6.213646,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,314,1
831,1805,2018-06-18,2018-06-18 06:15:00,1.0,6.0,15.0,1.0,,,,,,,,2.717,,3.054,0.394,8.146,MF-PRO,,7.5,0.89,0.375,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
832,1806,2018-06-19,2018-06-19 07:56:00,1.0,7.0,56.0,1.0,11.0,0.4,siata-batimetria,,,,,27.987,,36.622,1.617,26.506,MF-PRO,,24.7,0.764,1.382,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
833,1807,2018-06-19,2018-06-19 13:55:00,1.0,13.0,55.0,1.0,,,,,,,,66.813,,52.845,1.642,33.743,MF-PRO,,33.0,1.264,1.566,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-12 01:35:21,,330,1
834,1808,2018-06-19,2018-06-19 05:17:00,1.0,5.0,17.0,1.0,17.0,0.4,siata-batimetria,,,,,16.815,,25.466,0.742,38.197,MF-PRO,,37.7,0.66,0.667,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
835,1809,2018-06-19,2018-06-19 09:40:00,1.0,9.0,40.0,1.0,,,,,,,,29.647,,35.339,1.645,25.095,MF-PRO,,22.0,0.839,1.408,-75.4517694444,6.38025277778,,,2019-02-06 12:39:12,2019-02-06 15:36:28,,318,4
836,1810,2018-06-19,2018-06-19 06:12:00,1.0,6.0,12.0,1.0,9.0,0.4,siata-batimetria,,,,,21.841,,28.316,1.483,20.892,MF-PRO,,18.0,0.771,1.355,-75.537,6.3359,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
837,1811,2018-06-20,2018-06-20 06:32:00,1.0,6.0,32.0,1.0,13.5,0.4,siata-batimetria,,,,,70.266,,59.667,1.602,33.537,MF-PRO,,33.0,1.178,1.779,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
838,1812,2018-06-20,2018-06-20 10:30:00,1.0,10.0,30.0,1.0,,,,,,,,40.619,,24.51,1.394,19.029,MF-PRO,,17.0,1.657,1.288,-75.255099,6.516538,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,340,1
839,1813,2018-07-18,2018-07-18 09:45:00,1.0,9.0,45.0,,8.0,0.4,siata-batimetria,,,,suspencion,3.583,,13.373,1.218,13.404,MF-PRO,,11.5,0.268,0.998,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,362,1
840,1814,2018-07-18,2018-07-18 11:47:00,2.0,11.0,47.0,,,,,,,,suspencion,,,,,,MF-PRO,,26.55,,,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,336,1
841,1815,2018-07-18,2018-07-18 11:47:00,2.0,11.0,47.0,,10.5,0.4,siata-batimetria,,,,suspencion,143.26,,59.8,2.6,23.0,MF-PRO,,23.0,2.396,2.6,,,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,336,1
842,1816,2017-07-27,2017-07-27 11:41:00,1.0,11.0,41.0,,,,,,,,,1.08681,,1.7375,0.169455,10.0274,MF-PRO,,10.0,0.625504,0.173276,-75.5717468262,6.2647995949,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,306,1
843,1817,2017-07-27,2017-07-27 08:00:00,1.0,8.0,0.0,,,,,,,,,0.176746,,0.45177,0.126,3.35654,MF-PRO,,3.3,0.391231,0.134594,-75.5104,6.3458,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,307,1
844,1818,2017-07-27,2017-07-27 11:55:00,0.0,11.0,55.0,,,,,,,,,0.299212,,0.54675,0.142625,3.52832,MF-PRO,,3.5,0.547256,0.154961,-75.439,6.3805,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,328,1
845,1819,2017-07-27,2017-07-27 10:56:00,1.0,10.0,56.0,,,,,,,,,3.34734,,4.63125,0.581714,7.65134,MF-PRO,,7.5,0.722773,0.605286,-75.3363647461,6.4370093346,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,349,1
846,1820,2017-07-27,2017-07-27 09:43:00,1.0,9.0,43.0,,,,,,,,,0.0771106,,0.444542,0.257286,1.74302,MF-PRO,,1.7,0.173461,0.255041,-75.557,6.3117,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,348,1
847,1821,2017-07-27,2017-07-27 10:27:00,1.0,10.0,27.0,,,,,,,,,0.153324,,1.57389,0.366222,4.16574,MF-PRO,,4.1,0.0974169,0.377817,-75.5560379028,6.3271746635,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,298,1
848,1822,2017-07-27,2017-07-27 09:19:00,1.0,9.0,19.0,,,,,,,,,0.13812,,0.391088,0.1423,2.62986,MF-PRO,,2.6,0.353169,0.148711,-75.496,6.356,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,350,1
849,1823,2017-07-27,2017-07-27 12:21:00,1.0,12.0,21.0,,,,,,,,,0.575983,,0.65485,0.0863636,7.00904,MF-PRO,,7.0,0.879564,0.0934293,-75.5770568848,6.2625393868,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
850,1824,2017-07-27,2017-07-27 07:03:00,1.0,7.0,3.0,,,,,,,,,1.31598,,2.02592,0.177091,10.4508,MF-PRO,,10.4,0.649574,0.193853,-75.5489,6.3331632614,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,355,1
851,1826,2017-07-27,2017-07-27 08:22:00,1.0,8.0,22.0,,,,,,,,,0.266519,,0.314641,0.0922222,3.1179,MF-PRO,,3.1,0.847059,0.100914,-75.5624,6.2912,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,351,1
852,1827,2017-07-27,2017-07-27 10:04:00,0.0,10.0,4.0,,,,,,,,,0.103862,,0.18081,0.074,2.12457,MF-PRO,,2.1,0.574425,0.0851043,-76.67252,1.1835649,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,322,1
853,1832,2017-09-13,2017-09-13 09:22:00,0.0,9.0,22.0,,,,,,,,,0.1689470365,,0.2891115,0.1806946875,1.63407741473,MF-PRO,,1.6,0.584366365572,0.176926440201,-75.5666,6.27909,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,300,1
854,1833,2017-09-13,2017-09-13 10:55:00,1.0,10.0,55.0,,,,,,,,,0.29499984,,0.63,0.175,3.61380471893,MF-PRO,,3.6,0.468253714286,0.174331500731,-75.6205,6.1533,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,299,1
855,1834,2017-09-13,2017-09-13 07:28:00,1.0,7.0,28.0,,,,,,,,,0.264050016,,0.4340375,0.041694284342,10.412182951,MF-PRO,,10.41,0.608357609654,0.0416855429877,-75.5769424438,6.2345147133,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,302,1
856,1835,2017-09-13,2017-09-13 11:52:00,1.0,11.0,52.0,,,,,,,,,2.13305,,3.657,0.30475,12.0117692832,MF-PRO,,12.0,0.583278643697,0.304451402102,-75.5953598022,6.1744003296,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,324,1
857,1836,2017-09-13,2017-09-13 06:27:00,1.0,6.0,27.0,,,,,,,,,0.577831722,,0.43621,0.181,2.46411138681,MF-PRO,,2.41,1.3246640884,0.177025276672,-75.5796,6.2511,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,321,1
858,1837,2017-09-13,2017-09-13 11:29:00,1.0,11.0,29.0,,,,,,,,,0.0808932,,0.1242,0.077625,1.60218948361,MF-PRO,,1.6,0.651314009662,0.0775189209954,-75.5964889526,6.1690883637,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,352,1
859,1838,2017-09-13,2017-09-13 08:16:00,1.0,8.0,16.0,,,,,,,,,0.6411443295,,0.634684,0.2538736,2.53515954569,MF-PRO,,2.5,1.01017881261,0.250352685329,-75.6363830566,6.0953006744,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,323,1
860,1839,2017-09-13,2017-09-13 06:49:00,1.0,6.0,49.0,,,,,,,,,0.196968332,,0.2100845,0.196340654206,1.34241377896,MF-PRO,,1.07,0.937567178921,0.156497574215,-75.5810707154,6.2455968692,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,345,1
861,1840,2017-09-13,2017-09-13 07:59:00,1.0,7.0,59.0,,,,,,,,,1.261594675,,1.508375,0.27425,5.53460138233,MF-PRO,,5.5,0.83639325433,0.272535435852,-75.6328735352,6.0954890251,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,347,1
862,1841,2017-09-13,2017-09-13 10:11:00,1.0,10.0,11.0,,,,,,,,,0.51228786,,0.77049,0.18345,4.2264772539,MF-PRO,,4.2,0.664885799945,0.18230075633,-75.6351,6.1505,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
863,1842,2017-09-13,2017-09-13 09:11:00,1.0,9.0,11.0,,,,,,,,,0.832669,,2.81055,0.6855,4.28007863173,MF-PRO,,4.1,0.296265499635,0.656658496684,-76.668594,1.145518,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,143,1
864,1844,2017-07-26,2017-07-26 10:28:00,0.0,10.0,28.0,,,,,,,,,0.06713075,,0.1685,0.1685,1.26614314413,MF-PRO,,1.0,0.398402077151,0.133081319265,-75.5810707154,6.2455968692,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,345,1
865,1845,2017-07-26,2017-07-26 10:09:00,1.0,10.0,9.0,,,,,,,,,0.2634255,,0.65275,0.217583333333,3.06062427845,MF-PRO,,3.0,0.403562619686,0.213273482994,-75.6351,6.1505,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,317,1
866,1847,2017-07-26,2017-07-26 11:43:00,1.0,11.0,43.0,,,,,,,,,0.19629975,,0.711367,0.229473225806,3.12375445182,MF-PRO,,3.1,0.275947225553,0.227728206865,-75.6205,6.1533,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,299,1
867,1848,2017-07-26,2017-07-26 08:02:00,1.0,8.0,2.0,,,,,,,,,0.59718776,,1.04234,0.20045,5.23225255513,MF-PRO,,5.2,0.572929907708,0.199214389791,-75.6328735352,6.0954890251,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,347,1
868,1849,2017-07-26,2017-07-26 11:05:00,1.0,11.0,5.0,,,,,,,,,0.3558057,,0.4971,0.184111111111,2.78753781229,MF-PRO,,2.7,0.715762824381,0.178329419536,-75.5796,6.2511,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,321,1
869,1850,2017-07-26,2017-07-26 10:57:00,1.0,10.0,57.0,,,,,,,,,0.0699882435,,0.243332,0.128069473684,1.92982983236,MF-PRO,,1.9,0.287624494518,0.126089873791,-75.5666,6.27909,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,300,1
870,1851,2017-07-26,2017-07-26 06:50:00,1.0,6.0,50.0,,,,,,,,,0.633807785,,0.6217375,0.155434375,4.09989857574,MF-PRO,,4.0,1.01941379602,0.151647044071,-76.668594,1.145518,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,143,1
871,1852,2017-07-26,2017-07-26 08:46:00,1.0,8.0,46.0,,,,,,,,,0.298,,0.461,0.176,2.761,MF-PRO,,2.5,0.646,0.167,-75.6363830566,6.0953006744,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,323,1
872,1854,2017-03-09,2017-03-09 09:26:00,1.0,9.0,26.0,,,,,,,,,2.641095,,4.1025,0.450824175824,9.30185056838,Ott-c31,,9.1,0.643776965265,0.441041271287,-75.3363647461,6.4370093346,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,349,1
873,1855,2017-03-09,2017-03-09 10:30:00,1.0,10.0,30.0,,,,,,,,,0.319364,,1.108,0.230833333333,5.05232521546,Ott-c31,,4.8,0.28823465704,0.219304964101,-75.439,6.3805,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,328,1
874,1856,2017-03-09,2017-03-09 10:00:00,1.0,10.0,0.0,,,,,,,,,0.2221593,,0.4875,0.180555555556,2.9481957216,MF-PRO,,2.7,0.455711384615,0.165355371907,-75.557,6.3117,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,348,1
875,1858,2017-03-09,2017-03-09 11:45:00,1.0,11.0,45.0,,,,,,,,,0.141858,,0.369,0.160434782609,2.54873957638,Ott-c31,,2.3,0.38443902439,0.144777443494,-75.496,6.356,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,350,1
876,1860,2017-03-09,2017-03-09 15:25:00,1.0,15.0,25.0,,,,,,,,,1.884418,,2.399,0.244795918367,10.0564462304,Ott-c31,,9.8,0.785501458941,0.238553455667,-75.5717468262,6.2647995949,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,306,1
877,1861,2017-03-09,2017-03-09 11:59:00,2.0,11.0,59.0,,,,,,,,,1.261803664,,2.919343,0.356017439024,8.43417848247,MF-PRO,,8.2,0.432221792369,0.346132466377,-75.5489,6.3331632614,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,355,1
878,1862,2017-03-09,2017-03-09 09:14:00,1.0,9.0,14.0,,,,,,,,,0.196214725,,0.2657125,0.091625,2.97546080113,MF-PRO,,2.9,0.738447476126,0.0893012940715,-75.5624,6.2912,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,351,1
879,1863,2017-03-09,2017-03-09 12:35:00,1.0,12.0,35.0,,,,,,,,,0.445802,,1.508,0.396842105263,5.57487123996,Ott-c31,,3.8,0.295624668435,0.270499520992,-75.5104,6.3458,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,307,1
880,1864,2017-03-09,2017-03-09 12:49:00,1.0,12.0,49.0,,,,,,,,,0.15614544,,1.16754,0.3538,3.78928264462,MF-PRO,,3.3,0.1337388355,0.308116366473,-75.5560379028,6.3271746635,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,298,1
881,1865,2017-03-09,2017-03-09 09:51:00,0.0,9.0,51.0,,,,,,,,,0.087852,,0.229,0.152666666667,1.74774204688,Ott-c31,,1.5,0.383633187773,0.131026200582,-76.67252,1.1835649,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,322,1
882,1866,2017-03-08,2017-03-08 14:56:00,1.0,14.0,56.0,,,,,,,,,1.056,,0.726,0.314285714286,2.61496435026,Ott-c31,,2.31,1.45454545455,0.277632848007,-75.5796,6.2511,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,321,1
883,1868,2017-03-08,2017-03-08 09:58:00,1.0,9.0,58.0,,8.4,0.4,siata-batimetria,,,,,5.190512,,6.084,0.460909090909,13.5214963255,ott-c31,,13.2,0.853141354372,0.449950201778,-75.5953598022,6.1744003296,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,324,1
884,1870,2017-03-08,2017-03-08 16:41:00,1.0,16.0,41.0,,,,,,,,,0.0929605,,0.1333,0.0740555555556,1.80994379889,MF-PRO,,1.8,0.697378094524,0.0736486956564,-75.5964889526,6.1690883637,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,352,1
885,1872,2017-03-08,2017-03-08 14:36:00,1.0,14.0,36.0,,,,,,,,,0.84535,,1.04,0.115555555556,9.00269945274,Ott-c31,,9.0,0.812836538462,0.115520906308,-75.5769424438,6.2345147133,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,302,1
886,1873,2017-03-08,2017-03-08 12:17:00,1.0,12.0,17.0,,,,,,,,,1.47088,,2.926,0.665,4.65497631947,Ott-c31,,4.4,0.502693096377,0.628574626204,-76.668594,1.145518,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,143,1
887,1876,2017-03-08,2017-03-08 08:40:00,1.0,8.0,40.0,,2.75,0.4,siata-batimetria,,,,,0.09462724,,0.122665,0.3066625,1.30003951306,Ott-c31,,0.4,0.771428198753,0.0943548244248,-75.5810707154,6.2455968692,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,345,1
888,1879,2017-02-22,2017-02-22 10:07:00,1.0,10.0,7.0,,,,,,,,,1.0824150205,,2.177564,0.268835061728,8.26792743811,MF-PRO,,8.1,0.497076099945,0.263374832,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
889,1881,2017-02-22,2017-02-22 13:40:00,1.0,13.0,40.0,,23.64,0.4,siata-batimetria,,,,,18.1350568,,28.4956,0.757458798511,37.9204169473,ott-c31,,37.62,0.63641603616,0.751457982111,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
890,1882,2017-02-22,2017-02-22 07:56:00,1.0,7.0,56.0,,,,,,,,,0.5014907185,,0.8638405,0.246811571429,4.09389507608,MF-PRO,,3.5,0.580536243091,0.211006995526,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
891,1883,2017-02-22,2017-02-22 15:34:00,2.0,15.0,34.0,,10.0,0.4,siata-batimetria,,,,,7.3794,,13.34,0.667,21.4048518675,ott-c31,,20.0,0.553178410795,0.623223187088,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
892,1884,2017-02-22,2017-02-22 13:27:00,1.0,13.0,27.0,,,,,,,,,8.694246796,,11.8662655,0.289421109756,41.4381465485,MF-PRO,,41.0,0.732686016169,0.286360913515,-75.5725,6.264,,,2019-02-06 12:39:12,2019-02-07 14:09:36,,359,1
893,1888,2017-07-10,2017-07-10 16:11:00,1.0,16.0,11.0,,,,,,,,,12.85765945,,16.7321,0.4081,41.7041983299,MF-PRO,,41.0,0.768442661112,0.401209007008,-75.5725,6.264,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
894,1889,2017-07-10,2017-07-10 11:45:00,1.0,11.0,45.0,,,,,,,,,34.05356,,36.275,1.41147859922,26.4087093766,ott-c31,,25.7,0.938761130255,1.37359987884,-75.537,6.3359,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
895,1890,2017-07-10,2017-07-10 12:02:00,1.0,12.0,2.0,,,,,,,,,0.1080565965,,0.401124,0.211117894737,2.15870721969,MF-PRO,,1.9,0.269384520747,0.185816768639,-75.535,6.334,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,303,1
896,1891,2017-07-10,2017-07-10 09:02:00,1.0,9.0,2.0,,,,,,,,,0.6272555,,0.74375,0.247916666667,3.35826119803,MF-PRO,,3.0,0.843368739496,0.221468776889,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
897,1893,2017-07-10,2017-07-10 12:00:00,1.0,12.0,0.0,,,,,,,,,4.3999205995,,6.4150775,0.437889249147,15.536399556,MF-PRO,,14.65,0.685871776218,0.412906315707,-75.6267,6.153,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
898,1894,2017-07-10,2017-07-10 13:12:00,2.0,13.0,12.0,,,,,,,,,28.111385,,32.615,0.858289473684,38.4721490003,ott-c31,,38.0,0.861915836272,0.847756126119,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
899,1895,2017-07-10,2017-07-10 14:29:00,1.0,14.0,29.0,,,,,,,,,8.768202,,10.242,0.5121,20.9441069905,MF-PRO,,20.0,0.856102519039,0.489015836514,-75.585,6.1865,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
900,1896,2017-07-10,2017-07-10 15:01:00,1.0,15.0,1.0,,,,,,,,,11.58500034,,15.325875,0.76629375,21.6245012075,ott-c31,,20.0,0.755911185495,0.708727329843,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
901,1897,2017-07-10,2017-07-10 10:34:00,1.0,10.0,34.0,,,,,,,,,1.726236,,2.42475,0.346392857143,7.46127337528,MF-PRO,,7.0,0.711923291061,0.324978040348,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
902,1898,2017-07-10,2017-07-10 09:14:00,1.0,9.0,14.0,,,,,,,,,75.9021,,56.6525,1.74315384615,33.9313553877,ott-c31,,32.5,1.33978376947,1.66962089644,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
903,1899,2017-07-10,2017-07-10 10:35:00,1.0,10.0,35.0,,,,,,,,,51.373905,,36.42,1.40076923077,28.754817151,ott-c31,,26.0,1.41059596376,1.26657039093,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
904,1900,2017-04-26,2017-04-26 16:16:00,1.0,16.0,16.0,,,,,,,,,23.14631756,,15.2278405,0.827600027174,20.0247824784,ott-c31,,18.4,1.52,0.760449733544,-75.585,6.1865,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,335,1
905,1901,2017-04-26,2017-04-26 10:18:00,1.0,10.0,18.0,,28.5,0.4,siata-batimetria,,,,,199.161,,109.11,2.519,44.51,ott-c31,,43.5,1.825,2.451,-75.3315,6.446,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,330,1
906,1902,2017-04-26,2017-04-26 12:40:00,0.0,12.0,40.0,,12.0,0.4,siata-batimetria,,,,,87.7538145,,55.7165,2.12011035008,29.9877047072,ott-c31,,26.28,1.575005869,1.85797814618,-75.489,6.371,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,344,1
907,1903,2017-04-26,2017-04-26 11:15:00,1.0,11.0,15.0,,20.5,0.4,siata-batimetria,,,,,49.06414,,42.3,1.56899109792,27.9802828841,ott-c31,,26.96,1.15990874704,1.51177885424,-75.537,6.3359,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,309,1
908,1904,2017-04-26,2017-04-26 13:17:00,0.0,13.0,17.0,,,,,,,,,21.03079692,,12.5183315,0.84015647651,16.4945921985,Velocidad super,,14.9,1.68,0.758935495304,-75.6267,6.153,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,301,1
909,1905,2017-04-26,2017-04-26 12:07:00,1.0,12.0,7.0,,,,,,,,,6.959787624,,4.83318585,0.596689611111,8.92309644696,ott-c31,,8.1,1.44,0.541648953223,-75.6317,6.068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,304,1
910,1906,2017-04-26,2017-04-26 16:20:00,1.0,16.0,20.0,,18.0,0.4,siata-batimetria,,,,,39.4145,,35.84,0.943157894737,39.3312326309,ott-c31,,38.0,1.09973493304,0.911235107639,-75.557,6.3068,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,356,1
911,1907,2017-04-26,2017-04-26 11:20:00,0.0,11.0,20.0,,,,,,,,,2.1514304,,1.5824,0.4945,3.99375881401,MF-PRO,,3.2,1.35959959555,0.396218217897,-75.6195,6.0499,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,326,1
912,1908,2017-04-26,2017-04-26 17:34:00,1.0,17.0,34.0,,10.0,0.4,siata-batimetria,,,,,24.06984,,19.91,0.9955,21.8680334291,ott-c31,,20.0,1.20893219488,0.91046138486,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
913,1909,2017-04-26,2017-04-26 12:21:00,1.0,12.0,21.0,,,,,,,,,0.166196,,0.238,0.238,1.33714996496,ott-c31,,1.0,0.698302521008,0.177990506852,-75.535,6.334,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,303,1
914,1910,2017-04-26,2017-04-26 17:30:00,2.0,17.0,30.0,,23.2,0.4,siata-batimetria,,,,,26.21899376,,17.249338,0.430372704591,40.7351058907,ott-c31,,40.08,1.52,0.423451409363,-75.5725,6.264,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,359,1
915,1919,2017-09-14,2017-09-14 08:47:00,1.0,8.0,47.0,,,,,,,,,0.1115078005,,0.507618,0.298598823529,1.7656519377,MF-PRO,,1.7,0.219668728256,0.287496073921,-75.557,6.3117,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,348,1
916,1920,2017-09-14,2017-09-14 09:23:00,1.0,9.0,23.0,,,,,,,,,1.184232568,,0.8234005,0.1029250625,8.00365095884,MF-PRO,,8.0,1.43822182279,0.102878112031,-75.5770568848,6.2625393868,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,339,1
917,1921,2017-09-14,2017-09-14 12:41:00,1.0,12.0,41.0,,,,,,,,,1.697115359,,3.170389,0.3170389,10.1175546655,MF-PRO,,10.0,0.535301932665,0.31335526269,-75.5489,6.3331632614,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,355,1
918,1922,2017-09-14,2017-09-14 10:16:00,1.0,10.0,16.0,,,,,,,,,0.318220611,,0.8917125,0.141541666667,6.32177082137,MF-PRO,,6.3,0.356864584718,0.141054227557,-75.439,6.3805,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,328,1
919,1924,2017-09-14,2017-09-14 11:08:00,1.0,11.0,8.0,,,,,,,,,0.1443501545,,0.399644,0.14273,2.83609723737,MF-PRO,,2.8,0.361196851448,0.140913363172,-75.496,6.356,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,350,1
920,1925,2017-09-14,2017-09-14 11:44:00,1.0,11.0,44.0,,,,,,,,,0.142587793,,0.906344,0.137324848485,6.62146177448,MF-PRO,,6.6,0.157321936263,0.136879745118,-75.5104,6.3458,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,307,1
921,1926,2017-09-14,2017-09-14 08:53:00,1.0,8.0,53.0,,,,,,,,,5.44999,,4.3,0.614285714286,7.35970396529,OTT-C31,,7.0,1.26743953488,0.584262630709,-75.3363647461,6.4370093346,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,349,1
922,1927,2017-09-14,2017-09-14 10:03:00,1.0,10.0,3.0,,,,,,,,,1.682,,2.341,0.224,10.309,MF-PRO,,10.0,0.718,0.227,-75.5717468262,6.2647995949,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,306,1
923,1928,2017-09-14,2017-09-14 08:04:00,1.0,8.0,4.0,,,,,,,,,0.126493237,,0.276557,0.115232083333,2.49067801684,MF-PRO,,2.4,0.457385772192,0.111036833396,-76.67252,1.1835649,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,322,1
924,1929,2017-09-14,2017-09-14 06:59:00,1.0,6.0,59.0,,,,,,,,,0.2225938,,0.3198,0.0999375,3.21725652461,MF-PRO,,3.2,0.696040650407,0.0994014613238,-75.5624,6.2912,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,351,1
925,1930,2017-09-14,2017-09-14 07:49:00,1.0,7.0,49.0,,,,,,,,,0.2300499265,,1.3938825,0.32415872093,4.32696091523,MF-PRO,,4.3,0.165042553085,0.322138916276,-75.5560379028,6.3271746635,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,298,1
926,1947,2017-08-02,2017-08-02 12:27:00,1.0,12.0,27.0,,,,,,,,,6.47232,,11.76,0.588,21.2439644831,ott-c31,,20.0,0.550367346939,0.553568991764,-75.5815,6.1953,,,2019-02-06 12:39:12,2019-02-06 12:39:12,,320,1
